chr	gene	nSNPs	nSims	start	stop	Test	geneBased.pval	topSNP	topSNP.pval	genome	cohort	outcome	disease
12	LRP1	157	1000	57512281	57617125	82.1848912395657	0.91008991008991	rs11837145	0.0274700000000001	S	M	OS	ALLonly
19	MADCAM1	165	1000	486489	515343	109.069089161621	0.821178821178821	rs186212520	0.0206300000000001	S	M	OS	ALLonly
2	MAL	48	1000	95681399	95729737	37.8248451434186	0.603396603396603	rs116778080	0.06557	S	M	OS	ALLonly
3	MBD4	70	1000	129139786	129169022	47.0254285928306	0.49050949050949	rs151338787	0.0655500000000001	S	M	OS	ALLonly
10	MBL2	126	1000	54515139	54541460	71.9908473322096	0.782217782217782	rs1838065	0.0617700000000002	S	M	OS	ALLonly
12	MGST1	151	1000	16490075	16540123	151.312008192911	0.395604395604396	rs2239675	0.01167	S	M	OS	ALLonly
22	MIF	106	1000	24226564	24247409	105.681749538857	0.423576423576424	rs5751760	0.02	S	M	OS	ALLonly
16	MPG	87	1000	117017	145850	49.7862616008233	0.815184815184815	rs193158692	0.0238899999999999	S	M	OS	ALLonly
17	MPO	61	1000	56337216	56368296	57.4901851740952	0.443556443556444	rs28730837	0.003491	S	M	OS	ALLonly
1	MTHFR	230	1000	11835786	11876160	140.242684853513	0.671328671328671	rs12122443	0.0386100000000002	S	M	OS	ALLonly
1	MTR	335	1000	236948580	237077281	192.318858053855	0.705294705294705	rs41295948	0.02275	S	M	OS	ALLonly
5	MTRR	260	1000	7859216	7911235	444.408481744848	0.120879120879121	rs57085915	0.000567400000000015	S	M	OS	ALLonly
1	MUTYH	40	1000	45784913	45816142	39.6887107656078	0.395604395604396	rs9429157	0.0252900000000001	S	M	OS	ALLonly
8	NAT1	390	1000	18017970	18091198	230.439681308898	0.842157842157842	rs71526191	0.00346399999999998	S	M	OS	ALLonly
8	NAT2	206	1000	18238754	18268723	211.075254691748	0.35964035964036	rs2898475	0.00804299999999997	S	M	OS	ALLonly
4	NFKB1	248	1000	103412485	103548459	294.50727985522	0.257742257742258	rs230506	0.000162999999999996	S	M	OS	ALLonly
10	NFKB2	54	10000	104143866	104172286	96.869615499849	0.0621937806219378	rs4486546	0.000819399999999986	S	M	OS	ALLonly
14	NFKBIA	95	1000	35860715	35883960	115.820885286465	0.240759240759241	rs12895150	0.000427200000000011	S	M	OS	ALLonly
19	NFKBIB	70	1000	39380339	39409534	41.3250026867584	0.755244755244755	rs11083484	0.0546599999999996	S	M	OS	ALLonly
1	NLRP3	294	1000	247569457	247622406	258.947906305717	0.573426573426573	rs12028142	0.00498	S	M	OS	ALLonly
16	NOD2	102	1000	50721049	50776987	84.6517090291276	0.53046953046953	rs72796353	0.00147700000000001	S	M	OS	ALLonly
12	NOS1	486	1000	117635946	117809607	349.227092364549	0.718281718281718	rs118185159	0.00467200000000001	S	M	OS	ALLonly
17	NOS2	197	1000	26073791	26137555	138.220117174809	0.709290709290709	rs28942373	0.00608900000000001	S	M	OS	ALLonly
7	NOS3	102	1000	150678143	150721687	175.463206070824	0.0689310689310689	rs3793342	0.002467	S	M	OS	ALLonly
16	NTHL1	58	1000	2079815	2107867	82.8631192591717	0.137862137862138	rs2369090	0.0227600000000001	S	M	OS	ALLonly
3	OGG1	70	1000	9781627	9818353	35.2348085457407	0.883116883116883	rs3219003	0.1203	S	M	OS	ALLonly
12	OLR1	143	1000	10300898	10334790	96.4430915716557	0.62037962037962	rs79161256	0.0522700000000003	S	M	OS	ALLonly
12	P2RX7	353	10000	121560621	121634354	713.423584167709	0.0494950504949505	rs2568003	0.001763	S	M	OS	ALLonly
1	PARP1	199	1000	226538391	226605801	110.961072814919	0.658341658341658	rs74623754	0.0223800000000001	S	M	OS	ALLonly
20	PCNA	78	1000	5085598	5117268	32.3171065656722	0.796203796203796	rs6076779	0.0377899999999999	S	M	OS	ALLonly
22	PDGFB	132	1000	39609684	39650957	197.488188599653	0.150849150849151	rs4821877	0.00265599999999999	S	M	OS	ALLonly
4	PDGFC	358	1000	157672762	157902546	437.03972298871	0.246753246753247	rs139268301	0.0144699999999999	S	M	OS	ALLonly
11	PDGFD	991	1000	103767913	104045027	1025.85102907519	0.384615384615385	rs7940993	0.00275199999999998	S	M	OS	ALLonly
4	PDGFRA	205	1000	55085263	55174412	170.705369833644	0.517482517482518	rs143404343	0.00377700000000002	S	M	OS	ALLonly
5	PDGFRB	199	1000	149483401	149545422	266.242239097008	0.161838161838162	rs112374268	0.00313900000000001	S	M	OS	ALLonly
17	PECAM1	102	1000	62386776	62417083	143.812996925069	0.184815184815185	rs8082170	0.015	S	M	OS	ALLonly
19	PNKP	63	1000	50354459	50380822	52.9056596304147	0.500499500499501	rs2125346	0.0775599999999999	S	M	OS	ALLonly
8	POLB	122	1000	42185972	42239331	102.356806707516	0.485514485514486	rs13270719	1.45899999999997e-05	S	M	OS	ALLonly
19	POLD1	141	1000	50877579	50931275	50.2028520491772	0.986013986013986	rs77284512	0.09186	S	M	OS	ALLonly
7	POLD2	76	1000	44144278	44173169	143.216456635678	0.0789210789210789	rs3217962	0.00853699999999998	S	M	OS	ALLonly
12	POLE	272	1000	133190347	133274110	381.474166532175	0.186813186813187	rs117540113	0.003445	S	M	OS	ALLonly
18	POLI	165	1000	51785848	51834604	24.7673161645199	0.989010989010989	rs191285073	0.13	S	M	OS	ALLonly
10	POLL	53	1000	103328638	103358027	57.7667584319113	0.320679320679321	rs3127252	0.07737	S	M	OS	ALLonly
7	PON1	126	1000	94917668	94963884	80.7475169983265	0.743256743256743	rs854541	0.01292	S	M	OS	ALLonly
9	PTGS1	158	1000	125122808	125167982	97.9910935395253	0.802197802197802	rs10306130	0.0240799999999998	S	M	OS	ALLonly
1	PTGS2	107	1000	186630943	186659559	139.350219155033	0.247752247752248	rs12064238	0.0235300000000001	S	M	OS	ALLonly
1	PTPN22	147	1000	114346432	114424375	178.006491879371	0.261738261738262	rs192722812	0.01696	S	M	OS	ALLonly
6	RAET1E	116	1000	150194510	150227195	269.732018335318	0.0759240759240759	rs139271722	0.01074	S	M	OS	ALLonly
6	RAET1G	87	10000	150228013	150254214	241.942068799552	0.0202979702029797	rs9322229	0.00478200000000001	S	M	OS	ALLonly
6	RAET1L	89	10000	150331265	150356668	292.171582571654	0.0166983301669833	rs138838117	0.00524100000000002	S	M	OS	ALLonly
19	RELB	131	1000	45494706	45551456	145.882071074005	0.357642357642358	rs141652051	0.00807099999999999	S	M	OS	ALLonly
4	RFC1	173	1000	39279068	39378001	231.777138115407	0.1998001998002	rs4975009	0.0581200000000001	S	M	OS	ALLonly
7	RFC2	73	1000	73635831	73678788	69.967724113845	0.412587412587413	rs73129380	0.0209800000000001	S	M	OS	ALLonly
13	RFC3	369	1000	34382205	34550695	271.477379806677	0.625374625374625	rs145336487	0.00489100000000001	S	M	OS	ALLonly
3	RFC4	74	1000	186497681	186534484	49.0932176170702	0.688311688311688	rs9857610	0.0571100000000004	S	M	OS	ALLonly
12	RFC5	108	1e+05	118444505	118480042	336.698527169179	0.002679973200268	rs149214065	0.000207600000000001	S	M	OS	ALLonly
1	SELL	179	1000	169649805	169690843	197.87714930577	0.302697302697303	rs4987360	0.0115500000000001	S	M	OS	ALLonly
5	SLC22A4	192	1000	131620144	131689899	88.9877558802931	0.772227772227772	rs76008642	0.0663400000000001	S	M	OS	ALLonly
5	SLC22A5	132	1000	131695400	131741306	97.0566651158751	0.566433566433566	rs2073643	0.0256999999999999	S	M	OS	ALLonly
12	SMUG1	64	10000	54564141	54592778	182.004838497726	0.0241975802419758	rs3136377	0.00157900000000001	S	M	OS	ALLonly
2	STAT4	284	1000	191884301	192026322	415.136609997039	0.118881118881119	rs10497711	0.000259499999999997	S	M	OS	ALLonly
11	TCN1	33	1000	59610280	59644041	50.6090681892936	0.116883116883117	rs526934	0.000952699999999992	S	M	OS	ALLonly
22	TCN2	260	1000	30993069	31033047	236.001513667017	0.483516483516484	rs79864370	0.002137	S	M	OS	ALLonly
12	TDG	171	1000	104349592	104392656	92.5349828034655	0.825174825174825	rs10047614	0.0551099999999998	S	M	OS	ALLonly
19	TGFB1	91	1000	41826435	41869838	102.573913031613	0.332667332667333	rs11466310	0.01321	S	M	OS	ALLonly
1	TGFB2	239	1000	218508675	218627961	202.063433581951	0.578421578421578	rs115742252	0.00553700000000001	S	M	OS	ALLonly
9	TGFBR1	134	1000	101857411	101926473	75.8018533845616	0.714285714285714	rs10988705	0.00330300000000001	S	M	OS	ALLonly
3	TGFBR2	335	1000	30637993	30745633	390.207377560435	0.257742257742258	rs6809777	0.00373900000000001	S	M	OS	ALLonly
1	TGFBR3	784	1000	92135899	92381559	1007.88023394014	0.160839160839161	rs35352606	0.000714300000000016	S	M	OS	ALLonly
4	TLR1	117	1000	38787875	38816412	109.138863418829	0.408591408591409	rs5743614	0.01007	S	M	OS	ALLonly
4	TLR10	188	1000	38763859	38794611	115.452473284657	0.672327672327672	rs12233670	0.0274700000000001	S	M	OS	ALLonly
4	TLR2	93	1000	154595440	154637242	47.1763452013936	0.886113886113886	rs7691442	0.0736900000000002	S	M	OS	ALLonly
4	TLR3	140	1000	186980308	187016252	146.346212769195	0.376623376623377	rs35990575	0.0146800000000001	S	M	OS	ALLonly
9	TLR4	81	1000	120456452	120489769	123.673045640369	0.142857142857143	rs4986791	0.01628	S	M	OS	ALLonly
1	TLR5	193	1000	223272747	223326624	149.064434820113	0.509490509490509	rs77949854	0.0144699999999999	S	M	OS	ALLonly
4	TLR6	201	1000	38815328	38868438	240.099167076709	0.276723276723277	rs5743792	0.02357	S	M	OS	ALLonly
3	TLR9	36	1000	52245095	52270179	25.2626114867356	0.617382617382617	rs352143	0.0388600000000002	S	M	OS	ALLonly
6	TNF	71	1000	31533343	31556112	80.6225777039423	0.30969030969031	rs9267499	0.00655000000000004	S	M	OS	ALLonly
8	TNFRSF10A	183	1000	23038969	23092680	198.180094651573	0.330669330669331	rs7843050	0.000486800000000005	S	M	OS	ALLonly
12	TNFRSF1A	71	1000	6427922	6461283	111.012810999844	0.120879120879121	rs4764579	0.003414	S	M	OS	ALLonly
1	TNFRSF1B	204	1000	12217059	12279277	141.528162691476	0.705294705294705	rs72642637	0.01567	S	M	OS	ALLonly
3	TNFSF10	180	1000	172213297	172251297	142.539341296505	0.56043956043956	rs111373674	0.008304	S	M	OS	ALLonly
1	TNFSF4	118	1000	173142869	173186471	103.927807719038	0.476523476523477	rs3861952	0.00704599999999999	S	M	OS	ALLonly
22	TYMP	85	1000	50954180	50978514	100.827766783466	0.275724275724276	rs118119439	0.01623	S	M	OS	ALLonly
6	ULBP3	96	10000	150375742	150400202	293.022078102466	0.0108989101089891	rs10457079	0.000757299999999997	S	M	OS	ALLonly
12	UNG	83	1000	109525398	109558798	103.188460514469	0.267732267732268	rs34261	0.00568800000000001	S	M	OS	ALLonly
12	VDR	229	1000	48225319	48308814	284.169119946527	0.22977022977023	rs7965943	0.00624299999999998	S	M	OS	ALLonly
19	XRCC1	167	1000	44037463	44089730	167.333011624045	0.424575424575425	rs74596170	0.0177299999999999	S	M	OS	ALLonly
7	ABCB1	471	1000	87123178	87352639	517.652004993813	0.310689310689311	rs3789243	0.00320700000000001	S	M	OS	AMLonly
16	ABCC1	707	1000	16033433	16246930	574.989242604505	0.662337662337662	rs7190484	0.00547699999999999	S	M	OS	AMLonly
13	ABCC4	1201	1000	95662082	95963687	1037.03911054074	0.661338661338661	rs10161985	0.00053740000000001	S	M	OS	AMLonly
4	ABCG2	520	1000	89001415	89162474	540.629679377986	0.370629370629371	rs62310625	0.01031	S	M	OS	AMLonly
14	APEX1	68	1000	20913289	20935931	39.5324639957904	0.762237762237762	rs36219113	0.0571500000000001	S	M	OS	AMLonly
19	C3	265	1000	6667845	6730662	301.604812791377	0.300699300699301	rs1389623	0.00624900000000001	S	M	OS	AMLonly
19	CARD8	316	1000	48701342	48769203	189.200958895088	0.772227772227772	rs142751274	0.0343500000000001	S	M	OS	AMLonly
21	CBS	213	1000	44463300	44506472	189.509011014704	0.519480519480519	rs395256	0.00139700000000001	S	M	OS	AMLonly
3	CCR5	79	1000	46401632	46427697	111.465904497028	0.201798201798202	rs11575821	0.00984000000000003	S	M	OS	AMLonly
5	CD14	56	1000	140001312	140023286	60.6759970996567	0.324675324675325	rs2915863	0.00846299999999998	S	M	OS	AMLonly
9	CD274	143	1000	5440502	5480567	140.782093398815	0.408591408591409	rs16923173	0.00862300000000003	S	M	OS	AMLonly
2	CD28	134	1000	204561197	204613636	208.203367649136	0.146853146853147	rs6732945	0.000676199999999986	S	M	OS	AMLonly
20	CD40	88	1000	44736905	44768384	118.491858640267	0.20979020979021	rs77638431	0.00381600000000002	S	M	OS	AMLonly
3	CD86	181	1000	121764208	121849988	139.592197619259	0.672327672327672	rs2715269	0.000121100000000002	S	M	OS	AMLonly
10	CHUK	138	1000	101938123	101999344	159.096984602977	0.273726273726274	rs12570957	0.0274499999999999	S	M	OS	AMLonly
1	CTH	131	1000	70866900	70915534	76.1627213617233	0.863136863136863	rs10889869	0.0385	S	M	OS	AMLonly
2	CTLA4	50	1000	204722510	204748683	79.3666675172341	0.150849150849151	rs11571290	0.0191300000000001	S	M	OS	AMLonly
4	CXCL10	92	1000	76932268	76954689	36.0729959060178	0.784215784215784	rs78354216	0.0854999999999995	S	M	OS	AMLonly
4	CXCL8	39	1000	74596222	74619433	54.8807123713224	0.238761238761239	rs12647924	0.0594000000000001	S	M	OS	AMLonly
19	CYP2B6	189	1000	41487203	41534301	193.473494130906	0.401598401598402	rs8192785	0.0368900000000002	S	M	OS	AMLonly
10	CYP2C19	306	1000	96512462	96622671	215.631100640941	0.589410589410589	rs185074599	0.02536	S	M	OS	AMLonly
10	CYP2C9	262	1000	96688414	96759148	300.547628632416	0.308691308691309	rs61886805	0.002464	S	M	OS	AMLonly
7	CYP3A5	74	1000	99235811	99287649	73.654793743174	0.377622377622378	rs62471929	0.0363399999999999	S	M	OS	AMLonly
14	DAAM1	615	1000	59645380	59848123	430.217367445945	0.731268731268731	rs150485851	0.000257099999999999	S	M	OS	AMLonly
6	EDN1	73	1000	12280528	12307427	140.148909378015	0.0729270729270729	rs5370	0.00398200000000001	S	M	OS	AMLonly
6	ESR1	1354	1000	152001630	152434408	1507.62970486917	0.318681318681319	rs146193265	9.12399999999995e-05	S	M	OS	AMLonly
10	FAS	214	1000	90740287	90785542	381.395526047031	0.0899100899100899	rs9658699	0.000252700000000005	S	M	OS	AMLonly
1	FASLG	61	10000	172618184	172646012	139.542727324435	0.0472952704729527	rs5030772	0.01021	S	M	OS	AMLonly
1	FCGR2A	120	1000	161465204	161499360	58.1103404599775	0.928071928071928	rs12125379	0.04159	S	M	OS	AMLonly
11	FEN1	29	1000	61550108	61574714	33.0278071922687	0.281718281718282	rs185270832	0.0435700000000001	S	M	OS	AMLonly
6	GCLC	240	10000	53352139	53419927	510.791441897335	0.0351964803519648	rs17881548	0.003947	S	M	OS	AMLonly
1	GCLM	139	1000	94342589	94385012	82.6456109527241	0.753246753246753	rs11165031	0.0694300000000005	S	M	OS	AMLonly
22	GGT1	195	1000	24969717	25034972	250.561680438431	0.166833166833167	rs189001356	0.00195300000000002	S	M	OS	AMLonly
3	GPX1	31	1000	49384608	49405791	20.9742566307381	0.62037962037962	rs11711536	0.116499999999999	S	M	OS	AMLonly
14	GPX2	79	1000	65395869	65419623	45.9110531237568	0.701298701298701	rs117562845	0.0985099999999999	S	M	OS	AMLonly
5	GPX3	81	1000	150389998	150418554	69.0959656575801	0.491508491508492	rs78071558	0.01576	S	M	OS	AMLonly
6	GSTA1	91	1000	52646177	52678664	67.2243542331348	0.498501498501498	rs28441100	0.0962299999999997	S	M	OS	AMLonly
1	GSTM1	42	1000	110220417	110246367	39.4837305394083	0.514485514485514	rs187167241	0.02155	S	M	OS	AMLonly
1	GSTM2	80	1000	110200643	110236619	75.4665924272489	0.49050949050949	rs187167241	0.02155	S	M	OS	AMLonly
1	GSTM3	56	1000	110266553	110293660	28.1728327260466	0.834165834165834	rs79958596	0.0691399999999995	S	M	OS	AMLonly
1	GSTM4	90	1000	110188697	110218123	59.3070723402232	0.732267732267732	rs72989206	0.0665599999999998	S	M	OS	AMLonly
1	GSTM5	104	1000	110244863	110270890	59.9182883278748	0.813186813186813	rs149910345	0.113299999999999	S	M	OS	AMLonly
11	GSTP1	84	1000	67341065	67364124	58.0631536094733	0.585414585414585	rs614080	0.0186000000000001	S	M	OS	AMLonly
22	GSTT1	9	1000	24366138	24394284	9.81200350915734	0.345654345654346	rs111904579	0.0508300000000002	S	M	OS	AMLonly
14	GZMB	80	1000	25090160	25113432	82.0102548481007	0.35964035964036	rs985931	0.00679500000000002	S	M	OS	AMLonly
13	HMGB1	52	1000	31022878	31050081	58.1561037848037	0.294705294705295	rs112142494	0.004849	S	M	OS	AMLonly
4	HPSE	166	10000	84203613	84266306	331.619452804765	0.0626937306269373	rs12509763	0.00732999999999997	S	M	OS	AMLonly
19	ICAM1	90	1000	10371516	10407291	103.997625603331	0.271728271728272	rs112872667	0.0275000000000001	S	M	OS	AMLonly
2	ICOS	174	1000	204791470	204836298	108.319724802751	0.783216783216783	rs4521021	0.0007558	S	M	OS	AMLonly
12	IFNG	78	1000	68538549	68563521	39.5843509738022	0.791208791208791	rs7954499	0.0579800000000001	S	M	OS	AMLonly
6	IFNGR1	72	1000	137508620	137550567	82.4687035229345	0.264735264735265	rs17175078	0.01094	S	M	OS	AMLonly
21	IFNGR2	146	1000	34765201	34819828	221.1457132748	0.122877122877123	rs2834211	0.01297	S	M	OS	AMLonly
8	IKBKB	154	1000	42118819	42200171	79.6498670452952	0.838161838161838	rs79609060	0.062	S	M	OS	AMLonly
1	IL10	64	1000	206930947	206955839	80.1859042144661	0.238761238761239	rs3024490	0.01708	S	M	OS	AMLonly
11	IL10RA	87	1000	117847105	117882199	106.352423075782	0.280719280719281	rs11216664	0.0468299999999999	S	M	OS	AMLonly
21	IL10RB	157	1000	34628664	34679539	130.327676966451	0.547452547452547	rs6517157	0.001823	S	M	OS	AMLonly
3	IL12A	74	1000	159696622	159723806	58.3652682576811	0.59040959040959	rs4680534	0.00686999999999999	S	M	OS	AMLonly
5	IL12B	66	1000	158731790	158767481	58.6241054860284	0.46953046953047	rs34242539	0.01354	S	M	OS	AMLonly
19	IL12RB1	254	1000	18159804	18219626	240.484762097169	0.448551448551449	rs382410	0.001957	S	M	OS	AMLonly
5	IL13	42	1000	131983864	132006801	21.860026052025	0.791208791208791	rs185722420	0.0247800000000001	S	M	OS	AMLonly
10	IL15RA	222	1000	5984333	6030150	176.489957153011	0.643356643356643	rs41294573	0.01162	S	M	OS	AMLonly
11	IL18	98	1000	112003973	112044840	178.768483432858	0.0919080919080919	rs1946518	0.01382	S	M	OS	AMLonly
2	IL1A	83	1000	113521491	113552971	135.059489030384	0.176823176823177	rs80134366	0.0323600000000001	S	M	OS	AMLonly
2	IL1B	51	1000	113577336	113604356	81.8024279213978	0.143856143856144	rs3917356	0.0140699999999999	S	M	OS	AMLonly
2	IL1R1	382	1000	102676835	102806334	342.109625281449	0.505494505494505	rs77435902	0.01346	S	M	OS	AMLonly
2	IL1RN	148	1000	113865469	113901593	309.45125361042	0.0859140859140859	rs11575826	0.00166400000000001	S	M	OS	AMLonly
4	IL2	50	1000	123362625	123387650	27.1190576020448	0.757242757242757	rs2069772	0.0662300000000001	S	M	OS	AMLonly
1	IL23R	320	1000	67622168	67735650	251.811765438828	0.611388611388611	rs112118491	0.01605	S	M	OS	AMLonly
10	IL2RA	304	1000	6042656	6114333	276.673204119734	0.557442557442557	rs4147359	0.002895	S	M	OS	AMLonly
5	IL4	64	1000	131999677	132028370	29.7466076963255	0.806193806193806	rs1298035	0.0284100000000001	S	M	OS	AMLonly
16	IL4R	218	1000	27315229	27386099	205.876536951245	0.407592407592408	rs78144591	0.002184	S	M	OS	AMLonly
7	IL6	98	1000	22756765	22781621	76.1968528013977	0.592407592407592	rs2069827	0.0242900000000001	S	M	OS	AMLonly
1	IL6R	196	1000	154367668	154451926	150.033527814971	0.584415584415584	rs4133213	0.02847	S	M	OS	AMLonly
5	IL7R	138	1000	35846976	35889705	61.3338889271705	0.786213786213786	rs75516268	0.1667	S	M	OS	AMLonly
19	IRF3	39	1000	50152825	50179132	31.7482662041785	0.47952047952048	rs35272206	0.116	S	M	OS	AMLonly
12	KLRK1	100	1000	10514951	10552653	115.794504653421	0.271728271728272	rs7313688	0.02198	S	M	OS	AMLonly
19	LIG1	317	1000	48608701	48683860	439.815739390132	0.193806193806194	rs11564520	0.002231	S	M	OS	AMLonly
17	LIG3	43	1000	33297516	33342088	34.4350984687425	0.533466533466533	rs3135962	0.0184300000000001	S	M	OS	AMLonly
12	LRP1	157	1000	57512281	57617125	211.584745541798	0.161838161838162	rs34518518	0.00801500000000003	S	M	OS	AMLonly
19	MADCAM1	165	1000	486489	515343	157.626773970499	0.483516483516484	rs4919911	0.00826799999999999	S	M	OS	AMLonly
2	MAL	48	1000	95681399	95729737	36.1400863971214	0.643356643356643	rs79845078	0.0869799999999997	S	M	OS	AMLonly
3	MBD4	70	1000	129139786	129169022	77.0490269088509	0.278721278721279	rs139936099	0.06665	S	M	OS	AMLonly
10	MBL2	126	1000	54515139	54541460	125.512753299974	0.383616383616384	rs16933458	0.0336100000000001	S	M	OS	AMLonly
12	MGST1	151	1000	16490075	16540123	214.605477812207	0.161838161838162	rs9332959	0.0122600000000001	S	M	OS	AMLonly
22	MIF	106	1000	24226564	24247409	70.8471510686849	0.726273726273726	rs60699980	0.04034	S	M	OS	AMLonly
16	MPG	87	1000	117017	145850	114.191277033565	0.206793206793207	rs2239296	0.00048920000000001	S	M	OS	AMLonly
17	MPO	61	1000	56337216	56368296	100.741875026163	0.0959040959040959	rs2333227	0.01341	S	M	OS	AMLonly
1	MTHFR	230	1000	11835786	11876160	397.977458818144	0.130869130869131	rs116276741	0.006579	S	M	OS	AMLonly
1	MTR	335	1000	236948580	237077281	445.055729575642	0.222777222777223	rs2297965	0.00448899999999999	S	M	OS	AMLonly
5	MTRR	260	1000	7859216	7911235	288.806075573054	0.345654345654346	rs13183229	0.00498399999999999	S	M	OS	AMLonly
1	MUTYH	40	1000	45784913	45816142	32.6757060602369	0.544455544455544	rs3219479	0.0288500000000001	S	M	OS	AMLonly
8	NAT1	390	1000	18017970	18091198	476.128252467526	0.246753246753247	rs75394288	0.00206	S	M	OS	AMLonly
